Type-and-example-directed program synthesis,Osera, Peter-Michael
Type-and-example-directed program synthesis,Zdancewic, Steve
Efficient synthesis of network updates,McClurg, Jedidiah
Efficient synthesis of network updates,Hojjat, Hossein
Efficient synthesis of network updates,{\v{C}}ern{\`y}, Pavol
Efficient synthesis of network updates,Foster, Nate
A design and verification methodology for secure isolated regions,Sinha, Rohit
A design and verification methodology for secure isolated regions,Costa, Manuel
A design and verification methodology for secure isolated regions,Lal, Akash
A design and verification methodology for secure isolated regions,Lopes, Nuno P
A design and verification methodology for secure isolated regions,Rajamani, Sriram
A design and verification methodology for secure isolated regions,Seshia, Sanjit A
A design and verification methodology for secure isolated regions,Vaswani, Kapil
Automatically learning shape specifications,Zhu, He
Automatically learning shape specifications,Petri, Gustavo
Automatically learning shape specifications,Jagannathan, Suresh
Configuration synthesis for programmable analog devices with Arco,Achour, Sara
Configuration synthesis for programmable analog devices with Arco,Sarpeshkar, Rahul
Configuration synthesis for programmable analog devices with Arco,Rinard, Martin C
End-to-end verification of information-flow security for C and assembly programs,Costanzo, David
End-to-end verification of information-flow security for C and assembly programs,Shao, Zhong
End-to-end verification of information-flow security for C and assembly programs,Gu, Ronghui
Event-driven network programming,McClurg, Jedidiah
Event-driven network programming,Hojjat, Hossein
Event-driven network programming,Foster, Nate
Event-driven network programming,{\v{C}}ern{\`y}, Pavol
Fast synthesis of fast collections,Loncaric, Calvin
Fast synthesis of fast collections,Torlak, Emina
Fast synthesis of fast collections,Ernst, Michael D
Refinement types for TypeScript,Vekris, Panagiotis
Refinement types for TypeScript,Cosman, Benjamin
Refinement types for TypeScript,Jhala, Ranjit
Higher-order and tuple-based massively-parallel prefix sums,Maleki, Sepideh
Higher-order and tuple-based massively-parallel prefix sums,Yang, Annie
Higher-order and tuple-based massively-parallel prefix sums,Burtscher, Martin
Idle time garbage collection scheduling,Degenbaev, Ulan
Idle time garbage collection scheduling,Eisinger, Jochen
Idle time garbage collection scheduling,Ernst, Manfred
Idle time garbage collection scheduling,McIlroy, Ross
Idle time garbage collection scheduling,Payer, Hannes
Ivy: safety verification by interactive generalization,Padon, Oded
Ivy: safety verification by interactive generalization,McMillan, Kenneth L
Ivy: safety verification by interactive generalization,Panda, Aurojit
Ivy: safety verification by interactive generalization,Sagiv, Mooly
Ivy: safety verification by interactive generalization,Shoham, Sharon
Just-in-time static type checking for dynamic languages,Ren, Brianna M
Just-in-time static type checking for dynamic languages,Foster, Jeffrey S
Lightweight computation tree tracing for lazy functional languages,Faddegon, Maarten
Lightweight computation tree tracing for lazy functional languages,Chitil, Olaf
Occurrence typing modulo theories,Kent, Andrew M
Occurrence typing modulo theories,Kempe, David
Occurrence typing modulo theories,Tobin-Hochstadt, Sam
Precise  dynamic information flow for database-backed applications,Yang, Jean
Precise  dynamic information flow for database-backed applications,Hance, Travis
Precise  dynamic information flow for database-backed applications,Austin, Thomas H
Precise  dynamic information flow for database-backed applications,Solar-Lezama, Armando
Precise  dynamic information flow for database-backed applications,Flanagan, Cormac
Precise  dynamic information flow for database-backed applications,Chong, Stephen
Program synthesis from polymorphic refinement types,Polikarpova, Nadia
Program synthesis from polymorphic refinement types,Kuraj, Ivan
Program synthesis from polymorphic refinement types,Solar-Lezama, Armando
Programmatic and direct manipulation  together at last,Chugh, Ravi
Programmatic and direct manipulation  together at last,Hempel, Brian
Programmatic and direct manipulation  together at last,Spradlin, Mitchell
Programmatic and direct manipulation  together at last,Albers, Jacob
Rehearsal: a configuration verification tool for puppet,Shambaugh, Rian
Rehearsal: a configuration verification tool for puppet,Weiss, Aaron
Rehearsal: a configuration verification tool for puppet,Guha, Arjun
Remix: online detection and repair of cache contention for the JVM,Eizenberg, Ariel
Remix: online detection and repair of cache contention for the JVM,Hu, Shiliang
Remix: online detection and repair of cache contention for the JVM,Pokam, Gilles
Remix: online detection and repair of cache contention for the JVM,Devietti, Joseph
SDNRacer: concurrency analysis for software-defined networks,El-Hassany, Ahmed
SDNRacer: concurrency analysis for software-defined networks,Miserez, Jeremie
SDNRacer: concurrency analysis for software-defined networks,Bielik, Pavol
SDNRacer: concurrency analysis for software-defined networks,Vanbever, Laurent
SDNRacer: concurrency analysis for software-defined networks,Vechev, Martin
Temporal NetKAT,Beckett, Ryan
Temporal NetKAT,Greenberg, Michael
Temporal NetKAT,Walker, David
Ball-Larus path profiling across multiple loop iterations,D'Elia, Daniele Cono
Ball-Larus path profiling across multiple loop iterations,Demetrescu, Camil
Barrier invariants a shared state abstraction for the analysis of data-dependent GPU kernels,Chong, Nathan
Barrier invariants a shared state abstraction for the analysis of data-dependent GPU kernels,Donaldson, Alastair F
Barrier invariants a shared state abstraction for the analysis of data-dependent GPU kernels,Kelly, Paul HJ
Barrier invariants a shared state abstraction for the analysis of data-dependent GPU kernels,Ketema, Jeroen
Barrier invariants a shared state abstraction for the analysis of data-dependent GPU kernels,Qadeer, Shaz
Bottle graphs visualizing scalability bottlenecks in multi-threaded applications,Du Bois, Kristof
Bottle graphs visualizing scalability bottlenecks in multi-threaded applications,Sartor, Jennifer B
Bottle graphs visualizing scalability bottlenecks in multi-threaded applications,Eyerman, Stijn
Bottle graphs visualizing scalability bottlenecks in multi-threaded applications,Eeckhout, Lieven
CDSchecker checking concurrent data structures written with C/C++ atomics,Norris, Brian
CDSchecker checking concurrent data structures written with C/C++ atomics,Demsky, Brian
Do developers benefit from generic types? an empirical comparison of generic and raw types in java,Hoppe, Michael
Do developers benefit from generic types? an empirical comparison of generic and raw types in java,Hanenberg, Stefan
Effective race detection for event-driven programs,Raychev, Veselin
Effective race detection for event-driven programs,Vechev, Martin
Effective race detection for event-driven programs,Sridharan, Manu
Efficient context sensitivity for dynamic analyses via calling context uptrees and customized memory management,Huang, Jipeng
Efficient context sensitivity for dynamic analyses via calling context uptrees and customized memory management,Bond, Michael D
Flexible access control for javascript,Richards, Gregor
Flexible access control for javascript,Hammer, Christian
Flexible access control for javascript,Zappa Nardelli, Francesco
Flexible access control for javascript,Jagannathan, Suresh
Flexible access control for javascript,Vitek, Jan
Instant pickles generating object-oriented pickler combinators for fast and extensible serialization,Miller, Heather
Instant pickles generating object-oriented pickler combinators for fast and extensible serialization,Haller, Philipp
Instant pickles generating object-oriented pickler combinators for fast and extensible serialization,Burmako, Eugene
Instant pickles generating object-oriented pickler combinators for fast and extensible serialization,Odersky, Martin
Miniboxing improving the speed to code size tradeoff in parametric polymorphism translations,Ureche, Vlad
Miniboxing improving the speed to code size tradeoff in parametric polymorphism translations,Talau, Cristian
Miniboxing improving the speed to code size tradeoff in parametric polymorphism translations,Odersky, Martin
Multiverse efficiently supporting distributed high-level speculation,Ravichandran, Kaushik
Multiverse efficiently supporting distributed high-level speculation,Pande, Santosh
OCTET capturing and controlling cross-thread dependences efficiently,Bond, Michael D
OCTET capturing and controlling cross-thread dependences efficiently,Kulkarni, Milind
OCTET capturing and controlling cross-thread dependences efficiently,Cao, Man
OCTET capturing and controlling cross-thread dependences efficiently,Zhang, Minjia
OCTET capturing and controlling cross-thread dependences efficiently,Fathi Salmi, Meisam
OCTET capturing and controlling cross-thread dependences efficiently,Biswas, Swarnendu
OCTET capturing and controlling cross-thread dependences efficiently,Sengupta, Aritra
OCTET capturing and controlling cross-thread dependences efficiently,Huang, Jipeng
Option contracts,Cohen, Jerome B
Option contracts,Black, Fischer
Option contracts,Scholes, Myron
Python the full monty,Politz, Joe Gibbs
Python the full monty,Martinez, Alejandro
Python the full monty,Milano, Matthew
Python the full monty,Warren, Sumner
Python the full monty,Patterson, Daniel
Python the full monty,Li, Junsong
Python the full monty,Chitipothu, Anand
Python the full monty,Krishnamurthi, Shriram
River trail a path to parallelism in JavaScript,Herhut, Stephan
River trail a path to parallelism in JavaScript,Hudson, Richard L
River trail a path to parallelism in JavaScript,Shpeisman, Tatiana
River trail a path to parallelism in JavaScript,Sreeram, Jaswanth
Semi-automatic rename refactoring for JavaScript,Feldthaus, Asger
Semi-automatic rename refactoring for JavaScript,M{\o}ller, Anders
Storage strategies for collections in dynamically typed languages,Bolz, Carl Friedrich
Storage strategies for collections in dynamically typed languages,Diekmann, Lukas
Storage strategies for collections in dynamically typed languages,Tratt, Laurence
Synthesis modulo recursive functions,Kneuss, Etienne
Synthesis modulo recursive functions,Kuraj, Ivan
Synthesis modulo recursive functions,Kuncak, Viktor
Synthesis modulo recursive functions,Suter, Philippe
Accelerating iterators in optimizing AST interpreters,Zhang, Wei
Accelerating iterators in optimizing AST interpreters,Larsen, Per
Accelerating iterators in optimizing AST interpreters,Brunthaler, Stefan
Accelerating iterators in optimizing AST interpreters,Franz, Michael
Adaptive LL(*) parsing the power of dynamic analysis,Parr, Terence
Adaptive LL(*) parsing the power of dynamic analysis,Harwell, Sam
Adaptive LL(*) parsing the power of dynamic analysis,Fisher, Kathleen
CheckCell data debugging for spreadsheets,Barowy, Daniel W
CheckCell data debugging for spreadsheets,Gochev, Dimitar
CheckCell data debugging for spreadsheets,Berger, Emery D
Checking correctness of TypeScript interfaces for JavaScript libraries,Feldthaus, Asger
Checking correctness of TypeScript interfaces for JavaScript libraries,M{\o}ller, Anders
Compiler verification meets cross-language linking via data abstraction,Wang, Peng
Compiler verification meets cross-language linking via data abstraction,Cuellar, Santiago
Compiler verification meets cross-language linking via data abstraction,Chlipala, Adam
Continuously measuring critical section pressure with the free-lunch profiler,David, Florian
Continuously measuring critical section pressure with the free-lunch profiler,Thomas, Gael
Continuously measuring critical section pressure with the free-lunch profiler,Lawall, Julia
Continuously measuring critical section pressure with the free-lunch profiler,Muller, Gilles
Determinacy in static analysis for jQuery,Andreasen, Esben
Determinacy in static analysis for jQuery,M{\o}ller, Anders
Fast conservative garbage collection,Shahriyar, Rifat
Fast conservative garbage collection,Blackburn, Stephen M
Fast conservative garbage collection,McKinley, Kathryn S
Flint fixing linearizability violations,Liu, Peng
Flint fixing linearizability violations,Tripp, Omer
Flint fixing linearizability violations,Zhang, Xiangyu
From object algebras to attribute grammars,Rendel, Tillmann
From object algebras to attribute grammars,"Brachth{\""a}user", Jonathan Immanuel
From object algebras to attribute grammars,Ostermann, Klaus
GPS navigating weak memory with ghosts  protocols  and separation,Turon, Aaron
GPS navigating weak memory with ghosts  protocols  and separation,Vafeiadis, Viktor
GPS navigating weak memory with ghosts  protocols  and separation,Dreyer, Derek
i3QL language-integrated live data views,Mitschke, Ralf
i3QL language-integrated live data views,Erdweg, Sebastian
i3QL language-integrated live data views,"K{\""o}hler", Mirko
i3QL language-integrated live data views,Mezini, Mira
i3QL language-integrated live data views,Salvaneschi, Guido
Late data layout unifying data representation transformations,Ureche, Vlad
Late data layout unifying data representation transformations,Burmako, Eugene
Late data layout unifying data representation transformations,Odersky, Martin
MIX10 compiling MATLAB to X10 for high performance,Kumar, Vineet
MIX10 compiling MATLAB to X10 for high performance,Hendren, Laurie
Multithreaded test synthesis for deadlock detection,Samak, Malavika
Multithreaded test synthesis for deadlock detection,Ramanathan, Murali Krishna
Phosphor illuminating dynamic data flow in commodity jvms,Bell, Jonathan
Phosphor illuminating dynamic data flow in commodity jvms,Kaiser, Gail
Refactoring Java generics by inferring wildcards  in practice,Altidor, John
Refactoring Java generics by inferring wildcards  in practice,Smaragdakis, Yannis
Region-based memory management for GPU programming languages enabling rich data structures on a spartan host,Holk, Eric
Region-based memory management for GPU programming languages enabling rich data structures on a spartan host,Newton, Ryan
Region-based memory management for GPU programming languages enabling rich data structures on a spartan host,Siek, Jeremy
Region-based memory management for GPU programming languages enabling rich data structures on a spartan host,Lumsdaine, Andrew
Rubah DSU for Java on a stock JVM,Pina, Lu{\'\i}s
Rubah DSU for Java on a stock JVM,Veiga, Lu{\'\i}s
Rubah DSU for Java on a stock JVM,Hicks, Michael
Smten with satisfiability-based search,Uhler, Richard
Smten with satisfiability-based search,Dave, Nirav
Static analysis for independent app developers,Brutschy, Lucas
Static analysis for independent app developers,Ferrara, Pietro
Static analysis for independent app developers,"M{\""u}ller", Peter
SurveyMan programming and automatically debugging surveys,Tosch, Emma
SurveyMan programming and automatically debugging surveys,Berger, Emery D
The hiphop virtual machine,Adams, Keith
The hiphop virtual machine,Evans, Jason
The hiphop virtual machine,Maher, Bertrand
The hiphop virtual machine,Ottoni, Guilherme
The hiphop virtual machine,Paroski, Andrew
The hiphop virtual machine,Simmers, Brett
The hiphop virtual machine,Smith, Edwin
The hiphop virtual machine,Yamauchi, Owen
A sound and optimal incremental build system with dynamic dependencies,Erdweg, Sebastian
A sound and optimal incremental build system with dynamic dependencies,Lichter, Moritz
A sound and optimal incremental build system with dynamic dependencies,Weiel, Manuel
Accurate profiling in the presence of dynamic compilation,Zheng, Yudi
Accurate profiling in the presence of dynamic compilation,Bulej, Lubom{\'\i}r
Accurate profiling in the presence of dynamic compilation,Binder, Walter
Automating ad hoc data representation transformations,Ureche, Vlad
Automating ad hoc data representation transformations,Biboudis, Aggelos
Automating ad hoc data representation transformations,Smaragdakis, Yannis
Automating ad hoc data representation transformations,Odersky, Martin
Automating grammar comparison,Kandhadai Madhavan, Ravichandhran
Automating grammar comparison,Mayer," Mika{\""e}l"
Automating grammar comparison,Gulwani, Sumit
Automating grammar comparison,Kuncak, Viktor
AutoMO: automatic inference of memory order parameters for C/C++11,Ou, Peizhao
AutoMO: automatic inference of memory order parameters for C/C++11,Demsky, Brian
Checks and balances: constraint solving without surprises in object-constraint programming languages,Felgentreff, Tim
Checks and balances: constraint solving without surprises in object-constraint programming languages,Millstein, Todd
Checks and balances: constraint solving without surprises in object-constraint programming languages,Borning, Alan
Checks and balances: constraint solving without surprises in object-constraint programming languages,Hirschfeld, Robert
Customizable gradual polymorphic effects for Scala,Toro, Mat{\'\i}as
Customizable gradual polymorphic effects for Scala,Tanter, {\'E}ric
Declarative fence insertion,Bender, John
Declarative fence insertion,Lesani, Mohsen
Declarative fence insertion,Palsberg, Jens
Detecting redundant CSS rules in HTML5 applications: a tree rewriting approach,Hague, Matthew
Detecting redundant CSS rules in HTML5 applications: a tree rewriting approach,Lin, Anthony W
Detecting redundant CSS rules in HTML5 applications: a tree rewriting approach,Ong, C-H Luke
Fast  multicore-scalable  low-fragmentation memory allocation through large virtual memory and global data structures,Aigner, Martin
Fast  multicore-scalable  low-fragmentation memory allocation through large virtual memory and global data structures,Kirsch, Christoph M
Fast  multicore-scalable  low-fragmentation memory allocation through large virtual memory and global data structures,Lippautz, Michael
Fast  multicore-scalable  low-fragmentation memory allocation through large virtual memory and global data structures,Sokolova, Ana
Giga-scale exhaustive points-to analysis for Java in under a minute,Dietrich, Jens
Giga-scale exhaustive points-to analysis for Java in under a minute,Hollingum, Nicholas
Giga-scale exhaustive points-to analysis for Java in under a minute,Scholz, Bernhard
How scale affects structure in Java programs,Lopes, Cristina V
How scale affects structure in Java programs,Ossher, Joel
Incremental computation with names,Hammer, Matthew A
Incremental computation with names,Dunfield, Joshua
Incremental computation with names,Headley, Kyle
Incremental computation with names,Labich, Nicholas
Incremental computation with names,Foster, Jeffrey S
Incremental computation with names,Hicks, Michael
Incremental computation with names,Van Horn, David
Optimizing hash-array mapped tries for fast and lean immutable JVM collections,Steindorfer, Michael J
Optimizing hash-array mapped tries for fast and lean immutable JVM collections,Vinju, Jurgen J
Performance problems you can fix: a dynamic analysis of memoization opportunities,Della Toffola, Luca
Performance problems you can fix: a dynamic analysis of memoization opportunities,Pradel, Michael
Performance problems you can fix: a dynamic analysis of memoization opportunities,Gross, Thomas R
Protocol-based verification of message-passing parallel programs,L{\'o}pez, Hugo A
Protocol-based verification of message-passing parallel programs,Marques, Eduardo RB
Protocol-based verification of message-passing parallel programs,Martins, Francisco
Protocol-based verification of message-passing parallel programs,Ng, Nicholas
Protocol-based verification of message-passing parallel programs,Santos, C{\'e}sar
Protocol-based verification of message-passing parallel programs,Vasconcelos, Vasco Thudichum
Protocol-based verification of message-passing parallel programs,Yoshida, Nobuko
Remote-scope promotion: clarified  rectified  and verified,Wickerson, John
Remote-scope promotion: clarified  rectified  and verified,Batty, Mark
Remote-scope promotion: clarified  rectified  and verified,Beckmann, Bradford M
Remote-scope promotion: clarified  rectified  and verified,Donaldson, Alastair F
Runtime pointer disambiguation,Alves, P{\'e}ricles
Runtime pointer disambiguation,Gruber, Fabian
Runtime pointer disambiguation,Doerfert, Johannes
Runtime pointer disambiguation,Lamprineas, Alexandros
Runtime pointer disambiguation,Grosser, Tobias
Runtime pointer disambiguation,Rastello, Fabrice
Runtime pointer disambiguation,Pereira, Fernando Magno Quint{\~a}o
SATCheck: SAT-directed stateless model checking for SC and TSO,Demsky, Brian
SATCheck: SAT-directed stateless model checking for SC and TSO,Lam, Patrick
Scalable race detection for Android applications,Bielik, Pavol
Scalable race detection for Android applications,Raychev, Veselin
Scalable race detection for Android applications,Vechev, Martin
Scrap your boilerplate with object algebras,Zhang, Haoyuan
Scrap your boilerplate with object algebras,Chu, Zewei
Scrap your boilerplate with object algebras,Oliveira, Bruno C d S
Scrap your boilerplate with object algebras,Storm, Tijs van der
Selective control-flow abstraction via jumping,Blackshear, Sam
Selective control-flow abstraction via jumping,Chang, Bor-Yuh Evan
Selective control-flow abstraction via jumping,Sridharan, Manu
Tracing vs. partial evaluation: comparing meta-compilation approaches for self-optimizing interpreters,Marr, Stefan
Tracing vs. partial evaluation: comparing meta-compilation approaches for self-optimizing interpreters,Ducasse, St{\'e}phane
Use at your own risk: the Java unsafe API in the wild,Mastrangelo, Luis
Use at your own risk: the Java unsafe API in the wild,Ponzanelli, Luca
Use at your own risk: the Java unsafe API in the wild,Mocci, Andrea
Use at your own risk: the Java unsafe API in the wild,Lanza, Michele
Use at your own risk: the Java unsafe API in the wild,Hauswirth, Matthias
Use at your own risk: the Java unsafe API in the wild,Nystrom, Nathaniel
Valor: efficient  software-only region conflict exceptions,Biswas, Swarnendu
Valor: efficient  software-only region conflict exceptions,Zhang, Minjia
Valor: efficient  software-only region conflict exceptions,Bond, Michael D
Valor: efficient  software-only region conflict exceptions,Lucia, Brandon
Vectorization of apply to reduce interpretation overhead of R,Wang, Haichuan
Vectorization of apply to reduce interpretation overhead of R,Padua, David
Vectorization of apply to reduce interpretation overhead of R,Wu, Peng
Approximate computation with outlier detection in Topaz,Achour, Sara
Approximate computation with outlier detection in Topaz,Rinard, Martin C
A compiler for throughput optimization of graph algorithms on GPUs,Pai, Sreepathi
A compiler for throughput optimization of graph algorithms on GPUs,Pingali, Keshav
An improved algorithm for slicing machine code,Srinivasan, Venkatesh
An improved algorithm for slicing machine code,Reps, Thomas
An operational semantics for C/C++11 concurrency,Saraswat, Vijay A
An operational semantics for C/C++11 concurrency,Rinard, Martin
Automated reasoning for web page layout,Panchekha, Pavel
Automated reasoning for web page layout,Torlak, Emina
Computing repair alternatives for malformed programs using constraint attribute grammars,Steimann, Friedrich
Computing repair alternatives for malformed programs using constraint attribute grammars,Hagemann," J{\""o}rg"
Computing repair alternatives for malformed programs using constraint attribute grammars,Ulke, Bastian
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Itzhaky, Shachar
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Singh, Rohit
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Solar-Lezama, Armando
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Yessenov, Kuat
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Lu, Yongquan
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Leiserson, Charles
Deriving divide-and-conquer dynamic programming algorithms using solver-aided transformations,Chowdhury, Rezaul
Dynamically diagnosing type errors in unsafe code,Kell, Stephen
Efficient and thread-safe objects for dynamically-typed languages,Daloze, Benoit
Efficient and thread-safe objects for dynamically-typed languages,Marr, Stefan
Efficient and thread-safe objects for dynamically-typed languages,Bonetta, Daniele
Efficient and thread-safe objects for dynamically-typed languages,"M{\""o}ssenb{\""o}ck", Hanspeter
Gentrification gone too far? affordable 2nd-class values for fun and (co-)effect,Osvald, Leo
Gentrification gone too far? affordable 2nd-class values for fun and (co-)effect,Essertel, Gr{\'e}gory
Gentrification gone too far? affordable 2nd-class values for fun and (co-)effect,Wu, Xilun
Gentrification gone too far? affordable 2nd-class values for fun and (co-)effect,Alay{\'o}n, Lilliam I Gonz{\'a}lez
Gentrification gone too far? affordable 2nd-class values for fun and (co-)effect,Rompf, Tiark
Hoare-style specifications as correctness conditions for non-linearizable concurrent objects,Sergey, Ilya
Hoare-style specifications as correctness conditions for non-linearizable concurrent objects,Nanevski, Aleksandar
Hoare-style specifications as correctness conditions for non-linearizable concurrent objects,Banerjee, Anindya
Hoare-style specifications as correctness conditions for non-linearizable concurrent objects,Delbianco, Germ{\'a}n Andr{\'e}s
Hybrid STM/HTM for nested transactions on OpenJDK,Chapman, Keith
Hybrid STM/HTM for nested transactions on OpenJDK,Hosking, Antony L
Hybrid STM/HTM for nested transactions on OpenJDK,Moss, J Eliot B
Incremental forest: a DSL for efficiently managing filestores,DiLorenzo, Jonathan
Incremental forest: a DSL for efficiently managing filestores,Zhang, Richard
Incremental forest: a DSL for efficiently managing filestores,Menzies, Erin
Incremental forest: a DSL for efficiently managing filestores,Fisher, Kathleen
Incremental forest: a DSL for efficiently managing filestores,Foster, Nate
Java and scala's type systems are unsound: the existential crisis of null pointers,Amin, Nada
Java and scala's type systems are unsound: the existential crisis of null pointers,Tate, Ross
Low-overhead and fully automated statistical debugging with abstraction refinement,Zuo, Zhiqiang
Low-overhead and fully automated statistical debugging with abstraction refinement,Fang, Lu
Low-overhead and fully automated statistical debugging with abstraction refinement,Khoo, Siau-Cheng
Low-overhead and fully automated statistical debugging with abstraction refinement,Xu, Guoqing
Low-overhead and fully automated statistical debugging with abstraction refinement,Lu, Shan
Modeling and analysis of remote memory access programming,Dan, Andrei Marian
Modeling and analysis of remote memory access programming,Lam, Patrick
Modeling and analysis of remote memory access programming,Hoefler, Torsten
Modeling and analysis of remote memory access programming,Vechev, Martin
Parsing with first-class derivatives,"Brachth{\""a}user", Jonathan Immanuel
Parsing with first-class derivatives,Rendel, Tillmann
Parsing with first-class derivatives,Ostermann, Klaus
Portable inter-workgroup barrier synchronisation for GPUs,Sorensen, Tyler
Portable inter-workgroup barrier synchronisation for GPUs,Donaldson, Alastair F
Portable inter-workgroup barrier synchronisation for GPUs,Batty, Mark
Portable inter-workgroup barrier synchronisation for GPUs,Gopalakrishnan, Ganesh
Portable inter-workgroup barrier synchronisation for GPUs,Rakamari{\'c}, Zvonimir
Purposes  concepts  misfits  and a redesign of git,Rosso, De
Purposes  concepts  misfits  and a redesign of git,Perez, Santiago
Purposes  concepts  misfits  and a redesign of git,others,
Ringer: web automation by demonstration,Barman, Shaon
Ringer: web automation by demonstration,Chasins, Sarah
Ringer: web automation by demonstration,Bodik, Rastislav
Ringer: web automation by demonstration,Gulwani, Sumit
Semantic subtyping for imperative object-oriented languages,Ancona, Davide
Semantic subtyping for imperative object-oriented languages,Corradi, Andrea
Semantics-based program verifiers for all languages,Stef{\u{a}}nescu, Andrei
Semantics-based program verifiers for all languages,Park, Daejun
Semantics-based program verifiers for all languages,Yuwen, Shijiao
Semantics-based program verifiers for all languages,Li, Yilong
Semantics-based program verifiers for all languages,Ro{\c{s}}u, Grigore
The missing link: explaining ELF static linking  semantically,Kell, Stephen
The missing link: explaining ELF static linking  semantically,Mulligan, Dominic P
The missing link: explaining ELF static linking  semantically,Sewell, Peter
Type soundness for dependent object types (DOT),Rompf, Tiark
Type soundness for dependent object types (DOT),Amin, Nada
Scalable verification of border gateway protocol configurations with an SMT solver,Weitz, Konstantin
Scalable verification of border gateway protocol configurations with an SMT solver,Woos, Doug
Scalable verification of border gateway protocol configurations with an SMT solver,Torlak, Emina
Scalable verification of border gateway protocol configurations with an SMT solver,Ernst, Michael D
Scalable verification of border gateway protocol configurations with an SMT solver,Krishnamurthy, Arvind
Scalable verification of border gateway protocol configurations with an SMT solver,Tatlock, Zachary
ADDiff semantic differencing for activity diagrams,Maoz, Shahar
ADDiff semantic differencing for activity diagrams,Ringert, Jan Oliver
ADDiff semantic differencing for activity diagrams,Rumpe, Bernhard
CSSL a logic for specifying conditional scenarios,Ben-David, Shoham
CSSL a logic for specifying conditional scenarios,Chechik, Marsha
CSSL a logic for specifying conditional scenarios,Gurfinkel, Arie
CSSL a logic for specifying conditional scenarios,Uchitel, Sebastian
High-impact defects a study of breakage and surprise defects,Shihab, Emad
High-impact defects a study of breakage and surprise defects,Mockus, Audris
High-impact defects a study of breakage and surprise defects,Kamei, Yasutaka
High-impact defects a study of breakage and surprise defects,Adams, Bram
High-impact defects a study of breakage and surprise defects,Hassan, Ahmed E
Leveraging existing instrumentation to automatically infer invariant-constrained models,Beschastnikh, Ivan
Leveraging existing instrumentation to automatically infer invariant-constrained models,Brun, Yuriy
Leveraging existing instrumentation to automatically infer invariant-constrained models,Schneider, Sigurd
Leveraging existing instrumentation to automatically infer invariant-constrained models,Sloan, Michael
Leveraging existing instrumentation to automatically infer invariant-constrained models,Ernst, Michael D
On software component co-installability,Vouillon, J{\'e}r{\^o}me
On software component co-installability,Cosmo, Roberto Di
Path exploration based on symbolic output,Qi, Dawei
Path exploration based on symbolic output,Nguyen, Hoang DT
Path exploration based on symbolic output,Roychoudhury, Abhik
Proactive detection of collaboration conflicts,Brun, Yuriy
Proactive detection of collaboration conflicts,Holmes, Reid
Proactive detection of collaboration conflicts,Ernst, Michael D
Proactive detection of collaboration conflicts,Notkin, David
Compiling mockups to flexible UIs,Sinha, Nishant
Compiling mockups to flexible UIs,Karim, Rezwana
Crossing the gap from imperative to functional programming through refactoring,Gyori, Alex
Crossing the gap from imperative to functional programming through refactoring,Franklin, Lyle
Crossing the gap from imperative to functional programming through refactoring,Dig, Danny
Crossing the gap from imperative to functional programming through refactoring,Lahoda, Jan
Diversity in software engineering research,Nagappan, Meiyappan
Diversity in software engineering research,Zimmermann, Thomas
Diversity in software engineering research,Bird, Christian
Dynodroid: an input generation system for Android apps,Machiry, Aravind
Dynodroid: an input generation system for Android apps,Tahiliani, Rohan
Dynodroid: an input generation system for Android apps,Naik, Mayur
Enhancing symbolic execution with built-in term rewriting and constrained lazy initialization,Braione, Pietro
Enhancing symbolic execution with built-in term rewriting and constrained lazy initialization,Denaro, Giovanni
Enhancing symbolic execution with built-in term rewriting and constrained lazy initialization,Pezz{\`e}, Mauro
Finding incorrect compositions of atomicity,Liu, Peng
Finding incorrect compositions of atomicity,Dolby, Julian
Finding incorrect compositions of atomicity,Zhang, Charles
KATCH: high-coverage testing of software patches,Marinescu, Paul Dan
KATCH: high-coverage testing of software patches,Cadar, Cristian
Mining succinct predicated bug signatures,Sun, Chengnian
Mining succinct predicated bug signatures,Khoo, Siau-Cheng
Precision reuse for efficient regression verification,Beyer, Dirk
Precision reuse for efficient regression verification,"L{\""o}we", Stefan
Precision reuse for efficient regression verification,Novikov, Evgeny
Precision reuse for efficient regression verification,Stahlbauer, Andreas
Precision reuse for efficient regression verification,Wendler, Philipp
Prediction of atomic web services reliability based on k-means clustering,Silic, Marin
Prediction of atomic web services reliability based on k-means clustering,Delac, Goran
Prediction of atomic web services reliability based on k-means clustering,Srbljic, Sinisa
Synthesis of component and connector models from crosscutting structural views,Maoz, Shahar
Synthesis of component and connector models from crosscutting structural views,Ringert, Jan Oliver
Synthesis of component and connector models from crosscutting structural views,Rumpe, Bernhard
Z3-str: a z3-based string solver for web application analysis,Zheng, Yunhui
Z3-str: a z3-based string solver for web application analysis,Zhang, Xiangyu
Z3-str: a z3-based string solver for web application analysis,Ganesh, Vijay
Learning natural coding conventions,Allamanis, Miltiadis
Learning natural coding conventions,Barr, Earl T
Learning natural coding conventions,Bird, Christian
Learning natural coding conventions,Sutton, Charles
AI: a lightweight system for tolerating concurrency bugs,Zhang, Mingxing
